name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines 
Nem Nướng Nha Trang Anh Tư - Ngọc Lâm,20.000đ - 30.000đ,10.0                        ,Quán ăn,"21 Ngách 39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 10:00 - 22:00,0,0,0,"Nem Nướng Nha Trang,suất Tiêu Chuẩn-35,000|Nem Nướng Nha Trang (Suất Thêm Nem)-55,000|Combo Nem Nướng Nha Trang + Nước Chanh Leo Nguyên Chất-48,000|Combo Nem Nướng Nha Trang + Trà Đào-48,000|Combo Nem Nướng Nha Trang + Coca Lon-48,000|Combo Nem Nướng Nha Trang + Pepsi Lon-48,000|Combo Nem Nướng Nha Trang + Nước Cam Lon-48,000|Combo Nem nướng Nha Trang + Trà tắc-48,000|Combo Nem nướng Nha Trang + Trà chanh-48,000|Nem Nướng Nha Trang,suất Tiêu Chuẩn-35,000"
Hiệp Huy - Nem Nướng Nha Trang - Ngọc Lâm,30.000đ - 60.000đ,8.6                        ,Quán ăn,"39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Lẩu, Ăn vặt - Ăn nhẹ, Nem", 09:30 - 21:30,0,0,1,"3 xuất + 1 coca-115,500|5 xuất + 1 coca-192,500|2 xuất + 2 coca-100,000|1 xuất + 1 coca-50,000|2 xuất + 1 trà tắc 400ml-92,000|1 xuất + 1 trà tắc 400ml-53,500|Nem Nướng Nha Trang-38,500|Nem nướng (1 cái)-15,000|Ram (6 cái)-7,500|Coca-12,000"
Xôi Chiên Sài Gòn & Canh Cá Rô Đồng - Phố Vọng,30.000đ - 45.000đ,7.0                        ,Quán ăn,"120 Phố Vọng, P. Phương Liệt, Quận Thanh Xuân, Hà Nội",3,"Bún, Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:00 - 21:00,0,0,1,"Bún cá Rô Đồng (canh)-45,000|Bún cá rô đồng (Trộn)-45,000|Bún cá rô giòn trộn-40,000|Xôi chiên gà xào nấm hương-40,000|Cơm rang kim chi-40,000|Xôi chiên ruốc lạp xưởng-40,000|Bún cá  giòn chấm-48,000"
Trà Sữa Tocotoco - Tân Mai,25.000đ - 60.000đ,6.6                        ,Café/Dessert,"12 Tân Mai, P. Tân Mai, Quận Hoàng Mai, Hà Nội",19,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,"Tặng Bình Trọn 9-1|COMBO TRÀ SỮA MUA 2 TẶNG 1-120,000|Thịt bò cay tê – Mua 2 tặng 1-64,000|Combo Ăn vặt 88k-88,000|Trà Sữa Trân Châu Hoàng Gia-39,100|Trà Sữa Ba Anh Em-40,800|Trà Sữa Panda-40,800|Sữa Tươi Trân Châu Đường Hổ-44,200|Trà Sữa Hạnh Phúc-39,100|Trà Sữa Kim Cương Đen Okinawa-39,100"
Thạch Găng - Ngõ Tự Do,5.000đ - 10.000đ,7.3                        ,Ăn vặt/vỉa hè,"Ngõ Tự Do, Trần Đại Nghĩa, Quận Hai Bà Trưng, Hà Nội",6,Ăn vặt - Ăn nhẹ, 08:00 - 21:00,0,0,0,
GoGi House - Nướng Hàn Quốc - Trung Hòa,299.000đ - 500.000đ,7.7                        ,Nhà hàng,"124 Trung Hòa, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",85,"Bò nướng, Thịt Bò, Thịt Heo", 09:00 - 22:30,1,0,1,
Bánh Mì Bơ Tỏi & Cà Phê Bọt Hàn Quốc - Shop Online,30.000đ - 0.000đ,2.2                        ,Shop Online,"541 Kim Mã, Quận Ba Đình, Hà Nội",1,"Sinh tố - Nước ép, Thức uống", 08:00 - 18:00,0,0,0,"Cà Phê Bọt (Dalgona Coffee)-40,000|Trà Xanh Bọt (Dalgona Matcha)-40,000"
Le Monde Steak - Hoàng Cầu,100.000đ - 200.000đ,7.4                        ,Quán ăn,"25 Hoàng Cầu, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",57,"Thịt Bò, Beefsteak - Bò né, Salad, Fastfood - Thức ăn nhanh", 11:00 - 14:30 | 17:00 - 22:00,1,0,1,"2 Steak bò Mỹ 180gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-592,900|2 Steak bò Mỹ 180gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-592,900|2 Steak bò Mỹ 140gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-504,900|1 Steak bò Mỹ 180gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-383,900|2 Steak bò Mỹ 140gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-504,900|1 Steak bò Mỹ 180gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-383,900|USA beef steak 180gr (Steak bò Mỹ 180gr)-207,900|USA beef steak 140gr (Steak bò Mỹ 140gr)-163,900|Salmon with spicy orange sauce-218,900|Pepsi-27,500"
Gạch Quán - Bánh Tráng Cuốn Thịt Heo,10.000đ - 50.000đ,7.6                        ,Quán ăn,"6C Ngõ 21 Phạm Ngọc Thạch, P. Kim Liên, Quận Đống Đa, Hà Nội",103,"Bánh tráng, Bún, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,1,0,1,"Bún Trộn Thịt Heo Quay + 01 Pepsi (Hoặc nước khác)-59,000|Bún Trộn Thịt Heo Quay + 01 Pepsi (Hoặc nước khác)-59,000|Bún Trộn Thịt Heo Luộc + 01 Pepsi (Hoặc nước khác)-55,000|Pepsico lẻ-15,000|Bún Trộn Thịt Heo Luộc + 02 Chả Ram Tôm Đất Bình Định + 01 Pepsi…-66,000|Pepsi lẻ-15,000|Bún Trộn Thịt Heo Luộc + 02 Chả Ram Tôm Đất Bình Định + 01 Pepsi…-66,000|Bún Trộn Thịt Heo Luộc + 01 Pepsi (Hoặc nước khác)-55,000|Combo Bún Trộn Mắm Nêm Thịt Heo Quay + 01 Coca-Cola-53,000|Combo 2 Bún Trộn Mắm Nêm Thịt Heo Quay + 02 Coca-Cola-106,000"
Tomato - Hải Sản Tươi Sống - Nguyễn Thị Định,50.000đ - 165.000đ,6.9                        ,Nhà hàng,"33 Nguyễn Thị Định, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",57,Hải sản, 07:00 - 23:00,1,0,1,
Mỳ Vằn Thắn - Hảo Hảo,55.000đ - 55.000đ,1.0                        ,Quán ăn,"2 Ngõ 34 Xuân La, P. Xuân La, Quận Tây Hồ, Hà Nội",1,"Bún, Mì", 06:00 - 13:00,0,0,0,"Mì vằn thắn đặc biệt-55,000|Mỳ Vằn Thắn Trộn-65,000|Bún Thang-55,000|Sủi cảo không mỳ-55,000|Sủi cảo nước  ( sủi hấp )-55,000|Sủi cảo chiên - 3 chiếc-22,500|Sủi cảo luộc - 4 chiếc-15,000"
"Hoa Đại Quán - Cơm Văn Phòng, Fastfood & Coffee",18.000đ - 70.000đ,7.4                        ,"Café/Dessert, Quán ăn, Giao cơm văn phòng","20 Ngõ 165 Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",94,"Cơm Chiên, Thịt Bò, Hải sản, Bào Ngư, Sườn nướng, Cá, Mực, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh", 08:00 - 20:30,1,0,1,"Mì Ý Sốt Bò Băm-45,000|Mỳ xào bò-50,000|Mỳ ý sốt gà nấm-50,000|Cơm rang dưa bò-50,000|Cơm Thịt Ba Chỉ Rim Tôm-55,000|Cơm Gà Ngũ Vị-46,000|VP Cơm Bò Xào Cay-50,000|VP Cơm bò Hầm Khoai-55,000|VP Cơm Thịt Nướng Mỡ Hành-46,000|VP Cơm Cá Basa kho thịt-50,000"
"Lutulata - Bún Bò Huế, Cơm Gà & Cơm Sườn",25.000đ - 115.000đ,9.3                        ,Quán ăn,"54 Hoàng Ngọc Phách, P. Láng Hạ, Quận Đống Đa, Hà Nội",24,"Bún, Món nước, Cơm", 07:00 - 23:00,0,0,0,"Bún Bò Huế Đặc Biệt-55,000|Cơm Gà Hội An-60,000|Cơm Tấm Sườn Bì Trứng Ốp-60,000|Cơm Gà Ta Nướng Mật Ong-65,000|Nem Lụi sả (1 Set 5 Chiếc)-60,000|Bánh Bột Lọc (1 Set 6 Chiếc)-42,000|Bánh Ram Ít (1 Set 6 Chiếc)-48,000|Chân Gà Rút Xương Sốt Đặc Biệt-75,000|Nộm Tôm Bò-60,000|Chè Khúc Bạch-35,000"
Maian Bakers - Hoàng Đạo Thúy,10.000đ - 400.000đ,6.7                        ,Tiệm bánh,"Tầng 1, 34T Hoàng Đạo Thúy, Quận Cầu Giấy, Hà Nội",5,"Bánh sinh nhật/Bánh kem, Bánh - Kẹo", 06:30 - 22:30,1,0,0,
Xôi Vân - KCN Hoàng Mai,25.000đ - 35.000đ,7.0                        ,Quán ăn,"Lô 6 - 9A Khu Công Nghiệp Hoàng Mai, P. Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",9,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cơm", 06:00 - 13:00 | 16:00 - 20:00,0,0,0,"Lavie-10,000"
Nàng Hương - Ăn Vặt Online,25.000đ - 80.000đ,7.8                        ,Shop Online,"23 Ngách 139/49 Tam Trinh, P. Mai Động, Quận Hoàng Mai, Hà Nội",1,"Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,"Nem Chua Rán-6,000|HotDog Xúc Xích Phomai-28,000|Phomai Que-7,000|Bánh Gà-6,000|Gà Xào Cay Phomai-70,000|Khoai Tây Chiên Lắc Phomai-45,000|Tok Lắc Phomai-45,000|Xúc Xích Rán-15,000|Combo Vui Vẻ-25,000|Khoai Lang Kén-60,000"
Paris Baguette - Vincom Metropolis,100.000đ - 300.000đ,6.8                        ,Tiệm bánh,"B1-K4, Vincom Center Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",6,"Donut, Bánh - Kẹo, Salad", 09:00 - 22:00,1,0,1,"Ham & Cheese Pastry Wrap Sandwich-100,000|Egg Bacon Cheese Holic-55,000|Chili Mayo Chicken Sandwich-95,000|Spicy Chicken and Avocado Salad-105,000|Hawaiian salad-110,000|Ham & Cheese Croissant Sandwich-75,000|Cranberry Chicken Pastry Sandwich-115,000|Tomato Cheese Croissant Sandwich-75,000|Ganache Cream Piece Cake-90,000|Black Foret Noire (Short)-90,000"
Bún Cá Chấm Hạnh Béo - Duy Tân,35.000đ - 45.000đ,1.0                        ,Quán ăn,"2 Ngách 8 Ngõ 76 Duy Tân, Quận Cầu Giấy, Hà Nội",1,"Món nước, Cơm", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,"""Bún cá chấm-50,000|Bún cá chấm đặc biệt"""" cá giòn+ chả cá sụn""""-65,000|Cá ăn thêm-35,000|Bún thêm-5,000|Chả cá sụn-30,000"""
Yakimono - Nướng Nhật Bản - Trần Bình,99.000đ - 199.000đ,5.6                        ,Nhà hàng,"170 Trần Bình, Quận Nam Từ Liêm, Hà Nội",45,Lẩu, 08:00 - 22:00,1,0,1,
Phở Bò 111,25.000đ - 55.000đ,7.8                        ,Quán ăn,"111 Cầu Giấy, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",8,"Phở, Thịt Bò, Món nước", 07:00 - 22:00,0,0,0,
Bún Cá Cầu Giấy,25.000đ - 30.000đ,6.5                        ,Quán ăn,"Đầu Ngõ 58 Nguyễn Khánh Toàn, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",14,"Phở, Bánh Đa Cua, Bún, Hải sản, Món nước, Cá, Miến", 08:00 - 14:00 | 17:30 - 22:00,0,0,0,"Bún Cá + Coca-50,000|Bún Cá + Sprite-50,000|Bún Cá + Fanta-50,000|Bún Thập cẩm + Fanta-50,000|Bún Thập cẩm + Coca-50,000|Bún Thập cẩm + Sprite-50,000|Bánh đa Trộn + Fanta-50,000|Bánh đa Trộn + Coca-50,000|Bánh đa Trộn + Sprite-50,000|Bún Cá-40,000"
Cộng Cà Phê - Trần Huy Liệu,25.000đ - 70.000đ,7.3                        ,Café/Dessert,"101 C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",31,Café - Kem, 07:30 - 23:30,0,0,1,"Trà Phê Sữa Mật (nóng)-49,000|Trà Quế Cốm Sữa (nóng)-59,000|Trà Phê Sữa Mật (đá)-49,000|Bò Khô-40,000|Ngô Cay-25,000|Hướng Dương-25,000|Bánh sừng bò chấm sữa-30,000|Bạc Xỉu (Nóng)-35,000|Cà Phê Nâu (Nóng)-35,000|Bạc xỉu đá-39,000"
Chè Thanh - Vĩnh Hồ,5.000đ - 40.000đ,8.4                        ,Ăn vặt/vỉa hè,"60 Vĩnh Hồ, Quận Đống Đa, Hà Nội",1,Ăn vặt - Ăn nhẹ, 09:00 - 21:00,0,0,0,
Bánh Xèo - Nghĩa Tân,20.000đ - 50.000đ,6.3                        ,Quán ăn,"101B A14 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",18,"Bánh - Kẹo, Bánh bèo, Ăn vặt - Ăn nhẹ, Bánh xèo", 15:30 - 22:00 | 10:00 - 14:00,0,0,0,"Bánh xèo 2 chiec-30,000|Nem lụi 6 chiếc-42,000|Nem lụi 10 chiếc-70,000|Bột lọc 5 chiếc-25,000|Bột lọc 10 chiếc-50,000"
Ốc Ghẹ Đường Thành,30.000đ - 61.000đ,7.1                        ,Quán ăn,"39E Đường Thành, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",10,"Cua - Ghẹ, Hải sản, Nghêu - Sò - Ốc ", 15:00 - 22:00,0,0,0,"Ngao Hấp-50,000|Ốc Luộc Nhỏ-30,000|Ốc Luộc To-50,000"
Cousins - Ẩm Thực Châu Âu - Đào Tấn,50.000đ - 1.000.000đ,7.9                        ,Nhà hàng,"7 Ngõ 58 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội",8,"Thịt Bò, Beefsteak - Bò né, Salad", 11:00 - 15:00 | 17:00 - 22:00,1,0,1,"Salmon Tartar-210,000|Cold Cut Plate-240,000|Ham & Manchego Croquetas - 2 Viên-70,000|Tomatoes & Manchego Croquetas-70,000|Cheese Plate-240,000|Veal Carpaccio-230,000|Frog Legs-180,000|Calamari Ring & Tartar Sauce-120,000|Hummus-95,000|Aubergine Caviar-95,000"
Xôi Ngon U Tuyết,25.000đ - 30.000đ,6.6                        ,Quán ăn,"19b Ngõ 4, Phố Ao Sen, P. Mộ Lao, Quận Hà Đông, Hà Nội",6,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:30 - 21:30,0,0,0,"Xôi thập cẩm + 1 Coca-55,000|Xôi thịt kho chả + 1 Coca-55,000|Xôi gà xả ớt + 1 Coca-55,000|Xôi Thập Cẩm-45,000|Xôi Thịt Kho Chả-45,000|Xôi Trứng + Thịt Kho-45,000|Xôi Gà Xả Ớt-45,000|Xôi Trứng + Thịt Băm-45,000|Xôi Trứng  + Gà Xả Ớt-45,000|Xôi Gà Xào Nấm-45,000"
KOI Thé - Royal City,40.000đ - 60.000đ,7.8                        ,Café/Dessert,"B1-R3-K4B, Vincom Mega Mall Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",4,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 22:00,1,0,1,"M-HOT Milo O Milk Tea-63,000|M-HOT Milo O Macchiato-63,000|M-HOT Milk Tea-63,000|M-HOT Milk Tea Macchiato-77,000|M-HOT Golden Oolong Tea-49,000|M-HOT Oolong Milk Tea-63,000|M-HOT Brown Sugar Fresh Milk-87,000|M-HOT Milo O Latte-70,000|M-HOT Milo O-59,000|M-HOT Black Tea Macchiato-63,000"
Trà Sữa Nướng Yi He Kao Nai - Trung Kiên,15.000đ - 50.000đ,9.9                        ,Café/Dessert,"21 Ngách 9 Ngõ 85 Trung Kiên, Quận Bắc Từ Liêm, Hà Nội",20,"Trà, Thức uống, Trà sữa, Sữa", 08:00 - 23:30,1,0,1,"Trà Sữa Trân Châu Đường Đen M-39,000|Trà Sữa Trân Châu Đường Đen L-45,000|Sữa Tươi Trân Châu Đường Đen M-39,000|Sữa Tươi Trân Châu Đường Đen L-45,000|Combo 173k-215,000|Combo 165k-210,000|Trà Sữa Nướng Yi He Kao Nai - Size M-46,000|Trà Sữa Nướng Yi He Kao Nai - Size L-52,000|Trà Sữa Trân Châu Truyền Thống M-36,000|Trà Sữa Trân Châu Truyền Thống L-41,000"
Yi He Kao Nai - Trà Sữa Nướng - Hàng Bông,50.000đ - 80.000đ,5.1                        ,Café/Dessert,"Nhà số 103 Phố Hàng Bông, Quận Hoàn Kiếm, Hà Nội",2,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:30 - 23:00,1,0,1,"Combo 1 Trà Sữa Nướng + 5 Bánh  Mì Que-69,000|Combo 3: Trà Sữa Nướng + Hồng Trà Sữa Nướng + 10 Bánh Mì Que-129,000|Combo 4 :Trà Hoa quả + 5 bánh mì  ( 1 món bất kì mục hoa quả).-59,000|Combo 2 : Trà Sữa Nướng+ Hồng Trà Sữa Nướng + Trà Nhài Sữa + 15…-179,000|Trà Sữa Nướng (Món Chưa bao gồm Topping ) -45,000|Hồng Trà Sữa Nướng ( Món Chưa Bao gồm Topping) -45,000|Bánh Mì Que-59,000|Trà Sữa Thạch Dừa-45,000|Trà Sữa Pudding-45,000|Trà Sữa Đậu Đỏ-45,000"
Cơm Gà Bà Nga,50.000đ - 150.000đ,5.6                        ,Quán ăn,"SH6 Park 2 Times City, 458 Minh Khai, P. Mai Động, Quận Hoàng Mai, Hà Nội",14,"Thịt Gà, Xôi, Ăn vặt - Ăn nhẹ, Cơm", 08:30 - 22:00,1,0,1,"Combo 4 Người-460,000|Combo 2 người-230,000|Gỏi Đùi Gà-190,000|Gỏi gà xé-130,000|Gỏi Gà Xé Nửa Con-260,000|Gỏi Gà Xé Nguyên Con-520,000|Gỏi chân gà rút xương-130,000|Lòng mề Tràng Trứng Rim-35,000|Đùi Gà Chặt-170,000|Gà Chặt Nửa Con-250,000"
Pizza Hut - Hồ Tùng Mậu,40.000đ - 150.000đ,6.0                        ,Nhà hàng,"234 - 236 Hồ Tùng Mậu, Quận Bắc Từ Liêm, Hà Nội",1,"Gà rán, Cơm Chiên, Pizza & Pasta, Cơm, Fastfood - Thức ăn nhanh", 10:00 - 22:00,1,0,1,"Pizza Lẩu Hải Sản-129,000|  MY BOX 99K-99,000| MY BOX 129K-129,000|  MY BOX 179K (RE)-179,000|MY BOX 179K (P)-179,000|MY BOX 159K-159,000| Pizza Hải Sản Xốt Pesto-139,000|Pizza Phô Mai Cao Cấp-89,000|Pizza Thịt Và Xúc Xích-129,000|Pizza Hawaiian-119,000"
Mì Vằn Thắn Duy Anh,30.000đ - 55.000đ,7.0                        ,Quán ăn,"Ngõ 98A Trần Hưng Đạo, P. Cửa Nam, Quận Hoàn Kiếm, Hà Nội",59,"Hủ tiếu, Món nước", 16:00 - 22:30,0,0,0,"Mì vằn thắn nước-55,000|Mì vằn thắn trộn-55,000|Sủi cảo-55,000|Hủ tiếu khô-55,000|Hủ tiếu nước-55,000"
Bánh Đa Cá Rô Đồng - Mạc Thái Tổ,25.000đ - 35.000đ,7.4                        ,Quán ăn,"102 Khu TT Địa Chính, Mạc Thái Tổ, Quận Cầu Giấy, Hà Nội",1,Món nước, 06:30 - 21:00,0,0,0,
Kem Xôi Chè Thái Lan - Giảng Võ,15.000đ - 30.000đ,6.7                        ,Ăn vặt/vỉa hè,"289 Kim Mã (117 A5 TT Giảng Võ ), P. Giảng Võ, Quận Ba Đình, Hà Nội",137,"Chè, Bánh - Kẹo, Café - Kem, Ăn vặt - Ăn nhẹ, Bánh tằm", 10:00 - 22:00,0,0,0,"Chè thái-22,000|Bánh trôi nóng(chỉ bán vào mùa đông từ tháng 10 đến tháng 3)-22,000|Kem xôi-22,000|Bánh Mây-6,000|Chè thái-22,000"
Giang - Vịt Luộc,50.000đ - 100.000đ,7.0                        ,Quán ăn,"22 Thanh Hà, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",1,"Cháo, Súp, Thịt Vịt", 11:00 - 14:00,0,0,0,"Vịt Luộc-130,000|Canh Măng-20,000|Cháo Vịt-35,000"
Chị Bích - Xôi Gà & Bánh Mì,10.000đ - 30.000đ,8.0                        ,Quán ăn,"Cuối Ngõ 46C Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",1,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 14:00,0,0,0,
"Genko Chip - Gà Rán, Bánh Gà & Xôi Gà - Đại Cồ Việt",25.000đ - 300.000đ,6.7                        ,Ăn vặt/vỉa hè,"25 Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội",13,"Thịt Gà, Gà rán, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Xúc xích, Fastfood - Thức ăn nhanh", 09:30 - 21:00,0,0,0,
Tun Tun - Bún Hải Sản Hoa Quả,30.000đ - 50.000đ,8.1                        ,Quán ăn,"25 Bùi Ngọc Dương, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",20,"Tôm, Thịt Bò, Bún, Hải sản, Bào Ngư, Món nước, Mực", 07:00 - 21:00,0,0,0,"Bún Hải Sản Hoa Quả Size M (Cỡ Vừa) + 1 Coca-Cola-50,000|Coca-Cola chỉ 1Đ-1|Bún Chanh Dây Bò Việt Size M (Cỡ Vừa)+ 1 Coca-Cola-50,000|Coca-Cola-10,800|1 Bún Hải Sản Hoa Quả Size M (Cỡ Vừa) + 1 Bún Chanh Dây Bò Việt…-94,350|1 Bún Chanh Dây Bò Việt Size M (Cỡ Vừa) +1 Bún Hải Sản Hoa Quả Size…-94,350| 02 Coca - Cola  -21,600|Khô Heo Cháy Tỏi Nhà Tun-95,000|Khô Bò Sả Ớt Nhà Tun-105,000|Khô Gà Lá Chanh Nhà Tun-89,000"
Sushi Việt - Tô Hiệu,3.000đ - 45.000đ,6.9                        ,Quán ăn,"211 Tô Hiệu, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",108,"Mì, Súp, Sushi & Sashimi, Salad, Ăn vặt - Ăn nhẹ, Cơm", 16:00 - 22:00 | 08:00 - 14:00,0,0,0,"Box Sum Vầy (Tặng kèm 2 lon coca)-359,000|Canh Kim Chi Bò -89,000|Canh Sườn Nấm-89,000|Khay Tròn 6-599,000|Khay tròn 3-499,000|Khay mix 05-360,000|Box Sum Vầy (Tặng kèm 2 lon coca)-359,000|Khay Mix Đặc Biệt Sushi + Gỏi Cuốn-365,000|Khay mix 03-260,000|Khay Tròn 5-509,000"
Cô Ba - Nem Nướng Nha Trang - Hoàng Đạo Thuý,15.000đ - 45.000đ,10.0                        ,Quán ăn,"Tầng 1, Toà Nhà N5B Hoàng Đạo Thuý, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",1,"Ăn vặt - Ăn nhẹ, Cơm", 09:30 - 21:30,0,0,0,"Combo 2 Nem Nướng Nha Trang + 1 Nem Chua Rán Hà Thành +1 Chân…-195,000|Combo Nem Nướng Nha Trang + Coca-65,000|Combo 2 Nem Nướng Nha Trang + 2 Coca-129,000|Combo Nem Nướng Nha Trang + Sprite up-65,000|Combo 3 Nem Nướng Nha Trang + 3 Coca + Nem chua rán-242,000|Combo 2 Nem Nướng Nha Trang+2 Sprite Up-129,000|Combo Nem Nướng + Pepsi-65,000|Combo 2 Nem Nướng + 2 Pepsi-129,000|Combo 2 Nem Nướng Nha Trang + 1 Nem Chua Rán +2 Pepsi -178,000|Combo 3 Nem Nướng Nha Trang + 1 Nem Chua Rán Hà Thành-195,000"
Hạnh - Ngan Dé,20.000đ - 50.000đ,7.3                        ,Quán ăn,"63 Cửa Bắc, Quận Ba Đình, Hà Nội",68,"Bún, Món nước, Miến", 07:00 - 21:30,0,0,0,"Lòng Mề Xào (Dứa)-85,000|Lòng Mề Xào (Giá)-85,000|Chân Xào Sa Tế-105,000|1/4 Luộc [Bé]-85,000|1/4 Nướng [Bé]-85,000|Chân Ngan Luộc-10,000|Cháy Tỏi-205,000|1/2 Nướng [Vừa]-165,000|Nộm Chân Rút Xương [Lớn]-105,000|1 Con Luộc [Lớn]-330,000"
Mr.Eco Salad Healthy - Food & Drinks - Ngõ Huế,50.000đ - 90.000đ,9.6                        ,Shop Online,"27 Ngỗ Huế, P. Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội",95,Salad, 09:00 - 21:00,0,0,0,"Salad Organic Eat Clean-38,000|Cơm Gạo Lứt Lườn Gà Viên Sốt Ngô Nấm-56,000|Trà Gạo Lứt Detox Giảm Cân Thải Độc-10,000|Trứng Organic-10,000|Nước Cần Tây Mật Ong Collagen Giảm Cân-20,000|Cơm Gạo Lứt Rau Củ Vegan-35,000|Trà Hoa Đậu Biếc Chanh Mật Ong-15,000|Cơm Gạo Lứt Gà Sốt Teriyaki-62,000|Cơm Gạo Lứt Bò Sốt Tiêu-63,000|Cơm Gạo Lứt Cá Hồi Sốt Teriyaki-73,000"
Hắt 2 Ô - Nem Nướng Nha Trang - Xuân Thủy,20.000đ - 100.000đ,6.5                        ,Ăn vặt/vỉa hè,"13H1 Ngõ 130 Xuân Thủy, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",57,"Chè, Ăn vặt - Ăn nhẹ", 09:00 - 22:00,0,0,0,"Combo 2 Nem nướng Nha Trang và 2 trà Olong-130,000|Combo 2 Nem nướng Nha Trang và 2 pepsi-130,000|Combo Nem nướng Nha Trang và trà Olong-65,000|Ô Long tea+-17,000|Pepsi-17,000|Combo Nem nướng Nha Trang và pepsi-65,000|Chân Gà Ngâm Sả Ớt-80,000|Chân Gà Ủ Muối Hoa Tiêu-80,000|Sốt nem nướng Nha Trang đặc biệt ( gói 1kg ~ 12 suất)-59,000|Giòn chiên (300gr ~100c)-39,000"
Lục Thuỷ Cafe & Lounge,50.000đ - 550.000đ,7.3                        ,Café/Dessert,"16 Lê Thái Tổ, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",43,"Phở, Cơm Chiên, Bún, Salad, Café - Kem, Sinh tố - Nước ép, Cơm văn phòng, Cơm", 07:00 - 22:30,1,0,1,"Bún Giả Cầy Lục Thủy-118,800|Cơm Bắp Bò Xào Cần Tỏi-118,800|Bún Chả Nem Cua Bể Hà Nội-118,800|Cơm Gạo Tám Bò Úc Sốt Tiêu Đen-118,800|Cơm Gạo Tám Cá Quả Kho Thịt-118,800|Cơm Gạo Tám Đùi Gà Quay Sốt Nấm-118,800|Cơm Sườn Heo Sốt Chua Ngọt-118,800|Cơm Tôm Xào Nấm Tươi-118,800|Cơm Rang Dưa Bò-118,800|Cơm Rang Hải Sản-118,800"
