name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price
Cơm Thố Anh Nguyễn - Dương Khuê,20000 - 200000,7.1,Quán ăn,"37 Dương Khuê, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",40,"Cơm Chiên, Thịt Bò, Lẩu, Cơm văn phòng, Cơm", 09:00 - 14:00 | 17:00 - 22:00,0,0,0,Cơm Chiên Thịt Bò Lẩu Cơm văn phòng Cơm; Cơm Chiên Thịt Bò Lẩu Cơm văn phòng Cơm; Cơm Thố Xá XíuCơm Thố Gà Nướng BBQCơm Thố Bò + Xá XíuCơm Thố Bò(BeeF)Cơm Thố Gà( Chicken )Cơm Thố Gà + Xá XíuThố  Đặc Biệt Bò +Gà+Xíu+TrứngCơm Thố Gà QuayCơm Thố Bò + GàCơm Chiên Dương Châu,20000,200000,110000.0
Chân Gà Nướng Phố Lý Văn Phức,30000 - 55000,6.6,Quán ăn,"Phố Lý Văn Phức, P. Cát Linh, Quận Đống Đa, Hà Nội",116,Ăn vặt - Ăn nhẹ, 18:30 - 22:30,0,0,0,,30000,55000,42500.0
Chị Cúc - Bún Trộn Nam Bộ - Lâm Hạ,45000 - 60000,7.2,Quán ăn,"Đối Diện 75 Lâm Hạ, P. Bồ Đề, Quận Long Biên, Hà Nội",1,Món nước, 06:45 - 21:00,0,0,0,Món nước; Món nước; CocaCola chỉ ĐCombo Bún Trộn Thịt Bò +  CocaColaCombo Bún Trộn Chả Cá Biển +  CocaCola CocaColaCombo Bún Trộn Thịt Bò + Bún Trộn Nem Thịt Heo +  CocaColaCombo Bún Trộn Chả Cá Biển + Bún Trộn Nem Nướng +  CocaCola CocaColaCocaCola chỉ ĐCombo Bún Trộn Thịt Bò +  CocaColaCombo Bún Trộn Chả Cá Biển +  CocaCola,45000,60000,52500.0
Trung Hoa Đệ Nhất Sủi Cảo - Linh Lang,30000 - 200000,9.1,Quán ăn,"16 Ngõ 71 Linh Lang, Quận Ba Đình, Hà Nội",2,"Thịt Gà, Thịt Bò, Món nước, Lẩu, Gà ác/gà hầm, Sủi cảo, Dimsum", 08:00 - 21:00,1,0,1,Thịt Gà Thịt Bò Món nước Lẩu Gà ác/gà hầm Sủi cảo Dimsum; Thịt Gà Thịt Bò Món nước Lẩu Gà ác/gà hầm Sủi cảo Dimsum; SC Heo Cải Thảo猪肉白菜水饺SC Bò Chiên 煎饺Bánh Bao Hấp 小笼包SC Heo Hẹ猪肉韭菜水饺SC Bò Hành牛肉元葱水饺Bánh Hẹ Chiên 韭菜盒子SC Tôm Bí西葫芦鸡蛋虾仁水饺Sủi Cảo Thịt Heo Chiên猪肉煎饺SC Trứng Hẹ韭菜鸡蛋水饺SC Thịt Heo Rau Cần猪肉芹菜水饺,30000,200000,115000.0
Mì Trộn & Xiên Que Shop & Go - Ô Quan Chưởng,5000 - 30000,7.8,Ăn vặt/vỉa hè,"3 Ô Quan Chưởng, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",12,"Bún, Mì, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Xúc xích, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,Bún Mì Ăn vặt  Ăn nhẹ Nem Cá/bò viên Xúc xích Fastfood  Thức ăn nhanh; Bún Mì Ăn vặt  Ăn nhẹ Nem Cá/bò viên Xúc xích Fastfood  Thức ăn nhanh; Viên pho mai chảyHải Sản Phô MaiMỳ Trộn Rau CủCOMBO :  Mì Trộn Rau Củ Tuỳ Chọn Vị  +  Xiên Bất KìTôm surimi quả trứng cútMực KhoanhTôm ViênCá ViênXiên Hồ Lô Thái,5000,30000,17500.0
Bánh Mì Cuki - Tô Hiệu,15000 - 35000,8.9,Ăn vặt/vỉa hè,"103 B7 Tô Hiệu, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,Ăn vặt - Ăn nhẹ, 07:30 - 21:30,0,0,0,,15000,35000,25000.0
Cố Cung - Nhà Hàng Hàn Quốc,50000 - 300000,6.6,Nhà hàng,"Tầng 2, Landmark A Keangnam, Quận Nam Từ Liêm, Hà Nội",11,"Thịt Heo, Sườn nướng, Lẩu, Cơm, Thức uống", 11:20 - 14:00 | 17:20 - 22:00,1,0,1,,50000,300000,175000.0
Trà Sữa Tocotoco - Lê Đại Hành,25000 - 50000,5.6,Café/Dessert,"25 Lê Đại Hành, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",26,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; COMBO TRÀ SỮA MUA  TẶNG Trà Mận Hạt SenSữa Chua Mận Hạt SenCà Phê SữaCà phê đen đáCombo InstantTrà Sữa Trân Châu Hoàng GiaTrà Sữa Ba Anh EmTrà Sữa PandaSữa Tươi Trân Châu Đường Hổ,25000,50000,37500.0
Trà Chanh - Nhà Thờ,20000 - 50000,6.9,Ăn vặt/vỉa hè,"2 Nhà Thờ, Quận Hoàn Kiếm, Hà Nội",16,Thức uống, 17:00 - 23:00,0,0,0,,20000,50000,35000.0
Chicken Bros - Quán Gà Rán Hàn Quốc,80000 - 270000,7.3,Quán ăn,"552 Minh Khai, Quận Hai Bà Trưng, Hà Nội",13,"Thịt Gà, Ăn vặt - Ăn nhẹ", 09:00 - 23:00,1,0,1,,80000,270000,175000.0
Ngoan Bé - Bánh Cuốn Nóng,15000 - 30000,8.2,Ăn vặt/vỉa hè,"P115 B6 TT Trung Tự, P. Trung Tự, Quận Đống Đa, Hà Nội",3,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 06:30 - 14:00,0,0,0,Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ; Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ; Bánh Cuốn ChảBánh Cuốn TrứngBánh Cuốn KhôngSữa ĐậuSữa NgôTrà Thái Xanh,15000,30000,22500.0
Chả Cá Lã Vọng - Nguyễn Trường Tộ,30000 - 110000,6.0,Nhà hàng,"107 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội",14,"Phở, Bún, Hải sản, Mì, Cá, Cơm, Thức uống", 08:00 - 23:00,1,0,0,Phở Bún Hải sản Mì Cá Cơm Thức uống; Phở Bún Hải sản Mì Cá Cơm Thức uống; Chả Cá Lã VọngCháo GàBún NganPhở TrộnMì Gà Tần / ConNộm Tiến VuaPhở Xào BòPhở Xào GàPhở Xào TômMiến Trộn,30000,110000,70000.0
Anh Quân - Bún Bò Huế,25000 - 30000,7.2,Quán ăn,"51 Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội",5,"Bún, Món nước", 07:00 - 20:00,0,0,0,,25000,30000,27500.0
Nhà Hàng Tây Vương Quán,200000 - 500000,6.5,Quán ăn,"105 Trích Sài, P. Bưởi, Quận Tây Hồ, Hà Nội",2,"Thịt Gà, Heo quay, Thịt Bò, Xôi, Thịt Heo, Gà ta, Hải sản, Món nước, Lẩu, Chân cánh gà nướng, Ăn vặt - Ăn nhẹ, Cơm, Thức uống", 08:00 - 14:00 | 16:00 - 22:00,0,0,1,Thịt Gà Heo quay Thịt Bò Xôi Thịt Heo Gà ta Hải sản Món nước Lẩu Chân cánh gà nướng Ăn vặt  Ăn nhẹ Cơm Thức uống; Thịt Gà Heo quay Thịt Bò Xôi Thịt Heo Gà ta Hải sản Món nước Lẩu Chân cánh gà nướng Ăn vặt  Ăn nhẹ Cơm Thức uống; Mẹt Lợn Mường  Món Gà Mẹt  MónMẹt Gà  MónMẹt Gà Lợn Mường  MónGà Mẹt  MónGà Suất Nướng Lu Thảo Mộc SuấtMẹt Lợn Mường  Món Mẹt Lợn Mường  MónMẹt  Gà Rang MuốiGà Suất Hấp Lá Chanh,200000,500000,350000.0
Khang - Ẩm Thực Nhật Bản,150000 - 385000,7.8,Nhà hàng,"322 Bà Triệu, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",46,"Thịt Bò, Hải sản, Sushi & Sashimi, Cơm văn phòng, Cơm", 17:30 - 22:00 | 11:00 - 14:00,1,0,1,Thịt Bò Hải sản Sushi & Sashimi Cơm văn phòng Cơm; Thịt Bò Hải sản Sushi & Sashimi Cơm văn phòng Cơm; Cơm Bát Phủ Thịt Lợn Rán & TrứngCơm Rang Dưa Chua Thịt LợnCơm Cà RiCơm Thịt Bò Xào Chua NgọtCơm Bát Phủ Hải Sản Xào,150000,385000,267500.0
Bánh Cuốn Bà Hy - KĐT Bắc Linh Đàm,10000 - 45000,7.3,Quán ăn,"Ki Ốt 12, CT3 KĐT Bắc Linh Đàm, P. Đại Kim, Quận Hoàng Mai, Hà Nội",2,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, Bánh tằm", 06:00 - 20:00,0,0,0,Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ Bánh tằm; Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ Bánh tằm; Bánh Cuốn Tôm ThịtBánh Cuốn ThịtBánh Trứng Nhân ThịtBánh Cuốn Thanh TrìBánh Trứng Không NhânBánh Trứng Nhân Tôm ThịtBánh Cuốn TômBánh Trứng Nhân TômBò HúcCoca,10000,45000,27500.0
Gà Lắc Phomai - Núi Trúc,10000 - 20000,6.0,Ăn vặt/vỉa hè,"116B Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội",3,"Gà rán, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,Gà rán Ăn vặt  Ăn nhẹ Fastfood  Thức ăn nhanh; Gà rán Ăn vặt  Ăn nhẹ Fastfood  Thức ăn nhanh; Gà Lắc Phomai Suất LớnGà Lắc Phomai Suất VừaGà Lắc Phomai Suất Nhỏ,10000,20000,15000.0
"Phở Tươi - Phở Xào, Mỳ Xào & Cơm Rang",30000 - 70000,10.0,Quán ăn,"Số 3 LK1, DV Hà Trì, P. Hà Cầu, Quận Hà Đông, Hà Nội",4,"Phở, Bún", 06:30 - 15:00,0,0,0,Phở Bún; Phở Bún; DasaniPepsiCocacolaPhở xào bòCơm rang dưa bòQuẩyPhở chínMỳ xào bòPhở sốt vangCơm rang thập cẩm,30000,70000,50000.0
Bà Thìn - Xôi Chè & Bánh Trôi,15000 - 33000,7.0,Café/Dessert,"95 Hàng Bồ, P. Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",37,"Chè, Ăn vặt - Ăn nhẹ", 08:00 - 23:00,0,0,0,Chè Ăn vặt  Ăn nhẹ; Chè Ăn vặt  Ăn nhẹ; Xôi Chè Hoa CauXôi Chè Bà CốtBánh Trôi TàuChè Đỗ Đen Nóng(không xôi)Xôi Chè Đỗ ĐenXôi Vò .kgChè Hoa Cau (không xôi)Chè Bà Cốt( không xôi)Xôi Vò kgXôi Vò Hạt Sen kg,15000,33000,24000.0
Cháo Sườn - Cửa Bắc,15000 - 20000,7.3,Quán ăn,"45 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội",13,"Chè, Cháo, Ăn vặt - Ăn nhẹ", 13:00 - 17:00,0,0,0,Chè Cháo Ăn vặt  Ăn nhẹ; Chè Cháo Ăn vặt  Ăn nhẹ; Cháo Sườn Sụn Thịt Băm Đầy ĐủChè Đỗ Đen Hạt SenChè Đỗ Đen Nóng,15000,20000,17500.0
Han Cha - Trà Sữa,15000 - 60000,8.0,Café/Dessert,"17 Ngõ 81 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội",1,"Trà, Thức uống, Trà sữa, Sữa", 10:00 - 13:00 | 16:00 - 22:00,0,0,1,Trà Thức uống Trà sữa Sữa; Trà Thức uống Trà sữa Sữa; Milo Dầm Trân Châu (M)Milo Dầm Trân Châu Size LMilo Dầm  Topping Size LMilo Dầm Kem Cheese Size LMilo Dầm  Topping Size MMilo Dầm  Topping Size LMilo Dầm Full Topping Size LMilo Dầm  Topping Size MMilo Dầm Kem Trứng Dừa Nướng Size MMilo Dầm Kem Cheese Size M,15000,60000,37500.0
Bánh Tôm Hàng Bồ,25000 - 55000,7.1,Quán ăn,"57A Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",106,"Chè, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Bánh tằm", 15:00 - 18:00,0,0,0,Chè Bánh  Kẹo Ăn vặt  Ăn nhẹ Bánh tằm; Chè Bánh  Kẹo Ăn vặt  Ăn nhẹ Bánh tằm; Trà MíaBánh tômHá cảoBánh gốiSuất lẫn tùy chọnSữa Chua Trân Châu Thạch Lá Nếp Sữa Đậu NànhNước Ép Dứa Nước Ép Táo Lê Chè Đỗ Đen Nóng,25000,55000,40000.0
Huyền Anh - Bún Bò Huế - Trương Định,25000 - 61000,7.1,Quán ăn,"24 Trương Định, P. Trương Định, Quận Hai Bà Trưng, Hà Nội",21,"Thịt Bò, Bún, Món nước, Bánh - Kẹo, Bánh bèo, Thức uống", 07:00 - 22:00,0,0,0,Thịt Bò Bún Món nước Bánh  Kẹo Bánh bèo Thức uống; Thịt Bò Bún Món nước Bánh  Kẹo Bánh bèo Thức uống; Bún đầy đủBún không móngBún Bò Huế Đặc Biệt,25000,61000,43000.0
Mì Vằn Thắn - Đinh Liệt,20000 - 40000,7.4,Quán ăn,"9A Đinh Liệt, P. Hàng Đào, Quận Hoàn Kiếm, Hà Nội",142,"Bún, Hủ tiếu, Mì, Miến, Dimsum", 07:00 - 22:00,0,0,0,Bún Hủ tiếu Mì Miến Dimsum; Bún Hủ tiếu Mì Miến Dimsum; Mỳ Vằn ThắnMỳ KhôSủi CảoHủ Tíu KhôMiến TrộnCocaDasaniBia Hà Nội,20000,40000,30000.0
Con Ong Vàng - Chuối Chiên Sài Gòn & Xôi Dừa,10000 - 20000,6.6,Ăn vặt/vỉa hè,"106 A1 Ngách 8 Ngõ 105 Láng Hạ, P. Láng Hạ, Quận Đống Đa, Hà Nội",10,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 10:00 - 19:00,0,0,0,Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm; Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm; Bánh Chuối ChiênKhoai Lang  Chiên  LạngBánh Tiêu  Cái,10000,20000,15000.0
Cha Go Tea & Caf'e - Trần Hưng Đạo,30000 - 60000,5.9,Café/Dessert,"68B Trần Hưng Đạo, P. Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",5,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:30 - 22:30,1,0,1,Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sữa ChagoTrà Sữa Thiết Quan ÂmTrà Xanh Sữa ChagoTrà Sữa PuddingTrà Sữa Thạch DừaTrà Sữa Tổ OngTrà Sữa Trân Châu ChagoTrà Sữa Sợi QQTrà Sữa Kem CheeseTrà Sữa Kem,30000,60000,45000.0
Bún Chả Nem - Cửa Đông,20000 - 30000,6.5,Quán ăn,"41 Cửa Đông, P. Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",29,"Bún, Món nước, Ăn vặt - Ăn nhẹ, Nem", 10:30 - 20:00,0,0,0,Bún Món nước Ăn vặt  Ăn nhẹ Nem; Bún Món nước Ăn vặt  Ăn nhẹ Nem; Bún Chả NhỏNem Tôm,20000,30000,25000.0
Cháo Sườn Cô Là,15000 - 25000,7.2,Ăn vặt/vỉa hè,"2A Lý Quốc Sư, Quận Hoàn Kiếm, Hà Nội",49,"Cháo, Ăn vặt - Ăn nhẹ", 06:30 - 10:00 | 14:00 - 18:30,0,0,0,Cháo Ăn vặt  Ăn nhẹ; Cháo Ăn vặt  Ăn nhẹ; Cháo sườn Quẩy RuốcCháo Sườn Sụn quẩy ruốcCháo sườn QuẩyCháo trắngCháo Sườn Sụn QuẩyCháo sườn RuốcChè Sắn Nóng (hộp to)Chè sắn cốc nhỏQuẩy ăn thêmRuốc thịt ăn thêm,15000,25000,20000.0
Lan Hương - Lươn Các Món,40000 - 50000,7.7,Quán ăn,"Hẻm 119/1/6 Nam Đồng, P. Nam Đồng, Quận Đống Đa, Hà Nội",3,"Cháo, Đặc sản vùng", 06:00 - 14:00,0,0,0,Cháo Đặc sản vùng; Cháo Đặc sản vùng; Miến Lươn TrộnMiến LươnCháo Lươn,40000,50000,45000.0
Quang Minh - Xôi & Bánh Đa Cá Rô Đồng,15000 - 35000,7.4,Quán ăn,"120 Võ Chí Công, P. Xuân La, Quận Tây Hồ, Hà Nội",7,"Bánh Đa Cua, Xôi, Thịt Heo, Hải sản, Món nước, Cá, Ăn vặt - Ăn nhẹ, Cơm", 07:15 - 22:00,0,0,0,Bánh Đa Cua Xôi Thịt Heo Hải sản Món nước Cá Ăn vặt  Ăn nhẹ Cơm; Bánh Đa Cua Xôi Thịt Heo Hải sản Món nước Cá Ăn vặt  Ăn nhẹ Cơm; Bánh Đa Cá Rô Đặc BiệtBánh Đa Cá Rô ThườngXôi CáQuẩyXôi xéoXôi GàXôi Sườn,15000,35000,25000.0
TukTuk Thai Bistro - Triệu Việt Vương,100000 - 500000,7.4,Nhà hàng,"31 Triệu Việt Vương, P. Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",14,"Hải sản, Lẩu", 10:00 - 22:30,0,0,1,Hải sản Lẩu; Hải sản Lẩu; Đậu Hủ Chiên Sả Sốt MeGà Bọc Lá Dứa ChiênCánh Gà Chiên Với Sả SợiChả Cá TháiLạp Thái HeoTôm tái khổ qua và sốt ớt chua cayNghêu Xào Với Rau Quế Và Sa Tế TháiHá Cảo TháiLạp Thái bòHeo thả thính,100000,500000,300000.0
Yutang - Trà Sữa & Mỳ Đài Loan - Big C Thăng Long,200000 - 400000,8.8,Nhà hàng,"Gian 40, Tầng 1, TTTM Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",44,"Trà, Thức uống, Trà sữa",,1,0,1,Trà Thức uống Trà sữa; Trà Thức uống Trà sữa; Combo Dương Minh ( Cơm +  Trà)Combo Cát Bối ( Mỳ +  Trà)Dâu Tây Maccadamia Thạch MatchaMatcha Maccadamia thạch dâuCocoa Maccadamia trân châu đenTrà Collagen nho lựu trân châu đen size MTrà Collagen cam dứa nha đam size MTrà Collagen táo quế trân châu trong size M	Trà lê hoa cúc trân châu trong – Love DaisyTrà Sữa Trân Châu Nghệ Nhân,200000,400000,300000.0
Bánh Cốm Nguyên Ninh - Hàng Than,20000 - 50000,6.1,Tiệm bánh,"11 Dốc Hàng Than, Quận Ba Đình, Hà Nội",28,Bánh - Kẹo, 09:00 - 21:00,0,0,0,,20000,50000,35000.0
Xôi Nóng Anh Tùng - Mai Hắc Đế,20000 - 30000,5.5,Quán ăn,"75 Mai Hắc Đế, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",24,Xôi, 06:00 - 13:00 | 16:00 - 23:00,0,0,0,Xôi; Xôi; Xôi Thịt KhoXôi SườnXôi PateXôi Lạp Xưởng RánXôi Gà XéXôi Gà CayXôi ChảXôi Lạp Xưởng HấpXôi RuốcXôi Giò,20000,30000,25000.0
TeaTaste - Ngõ Trạm,15000 - 35000,6.9,Café/Dessert,"31A Ngõ Trạm, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",9,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 11:00 - 23:30,0,0,0,Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Oolong Tấm Trân ChâuOolong Tấm Trân Châu Kem DừaOolong Tấm Trân Châu Pudding Đậu NànhCafe Kem Dừa TeaTasteCafe Kem Muối Hanoi Nâu Truyền ThốngNâu Sáng TạoCafe Kem caramelSữa Tươi Trân Châu Kem CheeseSữa Tươi Trân Châu Đường Đen,15000,35000,25000.0
Highlands Coffee - BT5 Văn Quán,20000 - 100000,4.4,Café/Dessert,"BT5 Khu Đô Thị Mới Văn Quán, P. Văn Quán, Quận Hà Đông, Hà Nội",5,"Trà, Café - Kem, Sinh tố - Nước ép, Thức uống, Trà sữa", 07:00 - 23:00,1,0,1,Trà Café  Kem Sinh tố  Nước ép Thức uống Trà sữa; Trà Café  Kem Sinh tố  Nước ép Thức uống Trà sữa; Trà Sen Vàng (Củ Năng)Phin Sữa Đá  CoffeeTrà Sen Vàng (Củ Năng)Trà Thạch ĐàoTrà Sen Vàng (Sen)Trà Thanh ĐàoTrà Thạch VảiTrà Xanh Đậu ĐỏPhin Sữa Đá  CoffeeBạc Xỉu,20000,100000,60000.0
Paris Baguette - Hoàng Đạo Thúy,100000 - 300000,7.5,"Café/Dessert, Tiệm bánh","Tầng 1, 17T5 Hoàng Đạo Thuý, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",143,"Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép", 06:30 - 22:30,1,0,1,Bánh  Kẹo Café  Kem Sinh tố  Nước ép; Bánh  Kẹo Café  Kem Sinh tố  Nước ép; B.E.L.T SandwichEgg Bacon Cheese HolicHam & Cheese Pastry Wrap SandwichHawaiian saladOriental chicken saladPad Thai SaladCranberry Chicken Pastry SandwichChili Mayo Chicken SandwichHam & Cheese Croissant SandwichSpicy Chicken and Avocado Salad,100000,300000,200000.0
