name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu,time1,time2,start_time1,end_time1,start_time2,end_time2
Izakaya Yancha - Ẩm Thực Nhật Bản - Triệu Việt Vương,100000 - 220000,7.9,Nhà hàng,"121 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",56,"Lẩu, Sushi & Sashimi", 11:30 - 14:00 | 17:30 - 22:00,1,0,1,lẩu sushi sashimi súp miso cá thu nướng set cơm cà ri đùi gà chiên cơm nắm nhân mơ bánh mochi nhân pho mai chiên giòn humbuger với nước sốt tôm chiên sốt mayone sò điệp xào sốt cơm lươn nhật,100000,220000,160000.0,"Súp Miso-29,400|Cá Thu Nướng-143,800|Set Cơm Cà Ri-179,000|Đùi Gà Chiên-110,800|Cơm Nắm Nhân Mơ-36,000|Bánh Mochi Nhân Pho Mai Chiên Giòn-99,800|Humbuger Với Nước Sốt-135,000|Tôm Chiên Sốt Mayone-154,800|Sò Điệp Xào Sốt-187,800|Cơm Lươn Nhật-363,800", 11:30 - 14:00 , 17:30 - 22:00,11:30:00,14:00:00,11:30:00,22:00:00
Tiệm Trà Linh Kòy - Thượng Đình,20000 - 60000,9.8,Café/Dessert,"280 Thượng Đình, P. Khương Đình, Quận Thanh Xuân, Hà Nội",80,"Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,0,0,0,trà chanh sinh tố nước ép thức uống trà sữa chocolate nóng đào cam sả nóng mỳ cay thập cẩm mỳ cay ba chỉ bò mỹ mỳ cay sườn sụn mỳ cay hải sản mỳ cay cá viên X trà sữa dâu tây trà sữa việt quất trà sữa socola,20000,60000,40000.0,"Chocolate nóng-45,000|Đào cam sả nóng-50,000|Mỳ cay thập cẩm-62,000|Mỳ cay ba chỉ bò mỹ-47,000|Mỳ Cay sườn sụn-47,000|Mỳ Cay Hải Sản-57,000|Mỳ Cay Cá Viên XX-37,000|Trà sữa dâu tây-29,000|Trà sữa việt quất-29,000|Trà sữa socola-29,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Xôi Hương - Bạch Mai,30000 - 35000,7.3,Ăn vặt/vỉa hè,"418 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 21:00,0,0,0,xôi ăn vặt ăn nhẹ xôi xéo truyền thống đỗ hành xôi thịt xôi pate lạp xưởng xôi trứng xôi gà xôi giò chả xôi sườn cay xôi ruốc sữa đậu nành sấu đá,30000,35000,32500.0,"Xôi Xéo Truyền Thống ( Đỗ Hành )-20,000|Xôi Thịt-40,000|Xôi Pate Lạp Xưởng-35,000|Xôi Trứng-25,000|Xôi Gà-40,000|Xôi Giò Chả-35,000|Xôi Sườn Cay-55,000|Xôi Ruốc-25,000|Sữa Đậu Nành-15,000|Sấu Đá-20,000", 06:00 - 21:00,,06:00:00,21:00:00,06:00:00,
Duy Tùng - Mì Trộn Indomie - Đào Tấn,10000 - 50000,7.9,Quán ăn,"Ngõ 101 Đào Tấn (Tới Số 50 Rẽ Trái), P. Ngọc Khánh, Quận Ba Đình, Hà Nội",25,"Bún, Mì, Món nước", 08:00 - 22:00,0,0,0,bún mì món nước mì thập cẩm mì xúc xích mì há cảo mì nem lụi mì mực viên mì hồ lô mì bò viên mì cá viên,10000,50000,30000.0,"Mì Thập Cẩm-35,000|Mì Xúc Xích-32,000|Mì Há Cảo-32,000|Mì Nem Lụi-35,000|Mì Mực Viên-32,000|Mì Hồ Lô-32,000|Mì Bò Viên-28,000|Mì Cá Viên-28,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Pop Quán - Chân Gà & Cánh Gà Chiên Mắm - Tây Sơn,30000 - 100000,6.9,Quán ăn,"16 Ngõ 298 Tây Sơn, Quận Đống Đa, Hà Nội",24,"Thịt Gà, Salad, Xúc xích, Fastfood - Thức ăn nhanh", 10:30 - 22:30,0,0,1,thịt gà salad xúc xích fastfOd thức ăn nhanh chân gà sả ớt đĩa nhỏ chân gà rút xương chiên mắm chân gà sả ớt đĩa to ngô chiên chân gà rút xương rang muối ngô chiên lắc phô mai cánh gà chiên mắm chân gà chiên mắm chân gà chiên mắm đùi tỏi gà chiên mắm,30000,100000,65000.0,"Chân Gà Sả Ớt Đĩa Nhỏ-60,000|Chân gà rút xương chiên mắm-100,000|Chân Gà Sả Ớt Đĩa To-120,000|Ngô chiên -40,000|Chân gà rút xương rang muối -100,000|Ngô chiên lắc phô mai-45,000|Cánh Gà Chiên Mắm-50,000|Chân gà chiên mắm-48,000|Chân gà chiên mắm-60,000|Đùi Tỏi Gà Chiên Mắm-40,000", 10:30 - 22:30,,10:30:00,22:30:00,10:30:00,
Bánh Tráng Trộn Cô Toàn,20000 - 25000,6.7,Ăn vặt/vỉa hè,"A17 Tạ Quang Bửu, Quận Hai Bà Trưng, Hà Nội",280,"Chè, Ăn vặt - Ăn nhẹ", 14:00 - 21:00,0,0,0,chè ăn vặt ăn nhẹ bánh tráng trộn trà thái bánh tráng cuốn trà thái bánh tráng bơ trà thái bánh tráng trộn bánh tráng cuốn bánh tráng bơ gỏi xoài chè dừa dầm việt quất bơ,20000,25000,22500.0,"Bánh Tráng Trộn + Trà Thái-42,000|Bánh Tráng Cuốn + Trà Thái-42,000|Bánh Tráng Bơ + Trà Thái-42,000|Bánh Tráng Trộn-22,000|Bánh Tráng Cuốn-22,000|Bánh Tráng Bơ-22,000|Gỏi Xoài-22,000|Chè Dừa Dầm-20,000|Việt Quất-30,000|Bơ-30,000", 14:00 - 21:00,,14:00:00,21:00:00,14:00:00,
XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,20000 - 30000,8.6,Quán ăn,"126 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",5,"Bánh mì, Xôi, Bánh - Kẹo", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,bánh mì xôi bánh kẹo thịt lợn gác bếp xé sẵn kèm xôi nếp nương chẳm ch xôi đặc biệt cao cấp xôi đặc biệt cao cấp cơm tấm ba chỉ nướng chả trứng trứng ốp xôi trứng rán cb xôi thịt nướng tây bắc trà quất mật ong cb xôi thịt xá xíu xíu mại trà quất mật ong cb xôi gà sốt cay trà quất mật ong cb xôi gà sốt nấm trà quất mật ong hộp xôi nếp nương đặc biệt cao cấp xoi fOd,20000,30000,25000.0,"Thịt Lợn Gác Bếp Xé Sẵn kèm Xôi Nếp Nương, chẳm ch-129,000|Xôi Đặc Biệt Cao Cấp 1-65,000|Xôi Đặc Biệt Cao Cấp 2-75,000|Cơm Tấm Ba Chỉ Nướng + Chả Trứng + Trứng Ốp-58,000|Xôi Trứng Rán-11,000|CB Xôi Thịt Nướng Tây Bắc + Trà Quất Mật Ong-42,000|CB Xôi Thịt Xá Xíu, Xíu Mại + Trà Quất Mật Ong-40,000|CB Xôi Gà Sốt Cay + Trà Quất Mật Ong-40,000|CB Xôi Gà Sốt Nấm + Trà Quất Mật Ong-40,000|Hộp Xôi Nếp Nương Đặc Biệt Cao Cấp XOI FOOD-169,000", 07:00 - 14:00 , 17:00 - 21:00,07:00:00,14:00:00,07:00:00,21:00:00
Sơn Hà - Bún Bung & Bún Móng Giò,30000 - 50000,6.7,Quán ăn,"47 Hồ Đắc Di, Quận Đống Đa, Hà Nội",2,"Bún, Món nước", 07:00 - 22:00,0,0,0,bún món nước sữa đậu nành trà quất trà chanh lavie coca bò húc bún thịt mọc bún sườn mọc thịt bún móng mọc thịt bún đầy đủ,30000,50000,40000.0,"Sữa Đậu Nành-7,000|Trà Quất-10,000|Trà Chanh-10,000|Lavie-10,000|Coca-15,000|Bò Húc-15,000|Bún Thịt Mọc-35,000|Bún Sườn Mọc Thịt-40,000|Bún Móng Mọc Thịt-40,000|Bún Đầy Đủ-40,000", 07:00 - 22:00,,07:00:00,22:00:00,07:00:00,
Hotdog Bamy - Quán Thánh,20000 - 50000,7.1,Quán ăn,"113A Quán Thánh, Quận Ba Đình, Hà Nội",14,"Bánh mì, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 07:00 - 22:00,0,0,0,bánh mì sinh tố nước ép ăn vặt ăn nhẹ thức uống nước ngọt fastfOd thức ăn nhanh sinh tố bơ avocado sinh tố chanh leo tuyết nước ép dứa pineaPle cóc ép nước ép dưa hấu sinh tố chanh tuyết sinh tố xoai watermelon ép cà rốt caRot ổi nước cam orange juice,20000,50000,35000.0,"Sinh Tố Bơ ( avocado)-35,000|Sinh Tố Chanh Leo Tuyết-20,000|Nước Ép Dứa ( pineapple)-15,000|Cóc Ép-20,000|Nước Ép Dưa Hấu-15,000|Sinh Tố Chanh Tuyết-18,000|Sinh Tố Xoai ( watermelon)-30,000|ép cà rốt ( carrot )-20,000|Ổi-30,000|Nước Cam ( orange juice)-30,000", 07:00 - 22:00,,07:00:00,22:00:00,07:00:00,
Bún Riêu Hoa Béo,20000 - 55000,6.4,Quán ăn,"23 Ngõ Mai Hương, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3,"Bún, Món nước", 11:00 - 14:00 | 16:00 - 23:59 | 00:01 - 02:00,0,0,0,bún món nước bún riêu đặc biệt bún riêu đậu đầy đủ không trứng bún riêu đậu bò giò tai bún riêu đậu bò bún riêu đậu giò tai tóp mỡ bún riêu đậu tóp mỡ bún riêu đậu giò tai bún riêu đậu chả cá bún riêu đậu bún riêu đậu chả cá tóp mỡ,20000,55000,37500.0,"Bún Riêu đặc biệt-70,000|Bún Riêu Đậu Đầy Đủ Không Trứng-65,000|Bún Riêu Đậu Bò Giò Tai-50,000|Bún Riêu Đậu Bò-42,000|Bún Riêu Đậu Giò Tai Tóp Mỡ-45,000|Bún Riêu Đậu Tóp Mỡ-40,000|Bún Riêu Đậu Giò Tai-35,000|Bún Riêu Đậu Chả Cá-35,000|Bún Riêu Đậu-30,000|Bún Riêu Đậu Chả Cá Tóp Mỡ-45,000", 11:00 - 14:00 , 16:00 - 23:59 | 00:01 - 02:00,11:00:00,14:00:00,11:00:00,23:59 | 00:01 - 02:00
Vịt Kinh Bắc - Tạ Quang Bửu,50000 - 300000,7.8,Quán ăn,"55 Tạ Quang Bửu, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",6,"Cơm Chiên, Bún, Mì, Thịt Vịt, Cơm", 10:30 - 14:00 | 16:30 - 22:00,0,0,0,cơm chiên bún mì thịt vịt cơm mì trộn vịt cơm chiên vịt bánh cuốn vịt mì trộn đặc biệt cơm chiên đặc biệt con bánh cuốn đặc biệt con vịt cơm trắng vịt mỳ xào vịt đặc biệt,50000,300000,175000.0,"Mì Trộn Vịt-60,000|Cơm Chiên Vịt-70,000|Bánh Cuốn Vịt-70,000|Mì Trộn Đặc Biệt-73,000|Cơm Chiên Đặc Biệt-85,000|1/4 con-100,000|Bánh cuốn đặc biệt-85,000|1/2  con vịt-180,000|Cơm trắng  vịt-65,000|Mỳ xào  vịt đặc  biệt-85,000", 10:30 - 14:00 , 16:30 - 22:00,10:30:00,14:00:00,10:30:00,22:00:00
Kim Dung - Cháo Trai & Bánh Gối,10000 - 15000,9.5,Ăn vặt/vỉa hè,"10 Tôn Thất Thiệp, Quận Ba Đình, Hà Nội",2,Ăn vặt - Ăn nhẹ, 14:30 - 18:00,0,0,0,ăn vặt ăn nhẹ cháo trai quẩy bánh gối chè đỗ đen cháo trai chè ngô chè đỗ xanh,10000,15000,12500.0,"Cháo Trai Quẩy-15,000|Bánh Gối-10,000|Chè Đỗ Đen-10,000|Cháo Trai-12,000|Chè Ngô-10,000|Chè Đỗ Xanh-10,000", 14:30 - 18:00,,14:30:00,18:00:00,14:30:00,
Chè Khúc Bạch & Ăn Vặt 71 - Khâm Thiên,30000 - 160000,9.2,Shop Online,"71 Ngõ Tiến Bộ, Khâm Thiên, Quận Đống Đa, Hà Nội",31,"Chè, Ăn vặt - Ăn nhẹ", 09:00 - 23:00,0,0,0,chè ăn vặt ăn nhẹ thịt bò khô ướt tỏi gr bò ướt tỏi miếng bò ướt tỏi bắp,30000,160000,95000.0,"Thịt Bò Khô Ướt Tỏi 200gr-210,000|Bò ướt tỏi( miếng)-85,000|Bò ướt tỏi ( bắp)-100,000", 09:00 - 23:00,,09:00:00,23:00:00,09:00:00,
Nem Tai Ông Quang,10000 - 30000,3.6,Ăn vặt/vỉa hè,"43 Bát Đàn, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",2,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem", 12:00 - 20:00,0,0,0,bánh kẹo ăn vặt ăn nhẹ nem nem tai lá sung nem cuốn nem chua nộm bò khô nộm bò gan lá lách nộm thập cẩm,10000,30000,20000.0,"Nem Tai Lá Sung-30,000|Nem Cuốn-6,000|Nem Chua-5,000|Nộm Bò Khô-25,000|Nộm Bò, Gan, Lá Lách-30,000|Nộm Thập Cẩm-30,000", 12:00 - 20:00,,12:00:00,20:00:00,12:00:00,
Bún Đậu Mắm Tôm - Nguyễn Văn Trỗi,12000 - 25000,8.4,Quán ăn,"112 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",2,"Bún, Món nước", 09:00 - 21:00,0,0,1,bún món nước combo bún đậu đầy đủ đậu chả dồi đậu nem chả đậu chả thịt đậu dồi thịt đậu nem dồi bún đậu đậu chả bún đậu thịt,12000,25000,18500.0,"Combo 1/6-185,000|Bún Đậu Đầy Đủ-38,000|Đậu Chả Dồi-33,000|Đậu Nem Chả-33,000|Đậu Chả Thịt-33,000|Đậu Dồi Thịt-33,000|Đậu Nem Dồi-33,000|Bún Đậu-23,000|Đậu Chả-33,000|Bún Đậu Thịt-33,000", 09:00 - 21:00,,09:00:00,21:00:00,09:00:00,
Gà Rán KFC - Vincom Bắc Từ Liêm,30000 - 120000,5.3,Nhà hàng,"Vincom Plaza Bắc Từ Liêm, 234 Phạm Văn Đồng, P. Cổ Nhuế, Quận Bắc Từ Liêm, Hà Nội",7,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,thịt gà gà rán hamburger ăn vặt ăn nhẹ cơm fastfOd thức ăn nhanh combo cơm gà nướng than a cơm gà nướng than xốt teriyaki combo cơm gà nướng than b combo kfc phát lộc combo kfc lộc phát gà rán miếng gà rán miếng gà rán miếng hot wings miếng gà quay miếng,30000,120000,75000.0,"Combo Cơm Gà Nướng Than A-49,000|1 Cơm Gà Nướng Than Xốt Teriyaki-39,000|Combo Cơm Gà Nướng Than B-75,000|Combo KFC Phát Lộc-86,000|Combo KFC Lộc Phát-168,000|Gà Rán (3 Miếng)-103,000|Gà Rán (2 Miếng)-69,000|Gà Rán (1 Miếng)-36,000|Hot Wings (5 Miếng)-76,000|Gà Quay (1 Miếng)-68,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Chè Nam Đồng - Khu Tập Thể Thành Công,15000 - 20000,7.2,Ăn vặt/vỉa hè,"107B A4 Khu Tập Thể Thành Công, Quận Ba Đình, Hà Nội",23,"Chè, Ăn vặt - Ăn nhẹ", 08:00 - 20:00,0,0,0,chè ăn vặt ăn nhẹ chè thập cẩm chè thái lan chè bưởi chè chuối chè khoai chè ngô chè đậu đỏ chè sầu đà nẵng chè đậu xanh caramen trân châu thạch,15000,20000,17500.0,"Chè Thập Cẩm-18,000|Chè Thái Lan-18,000|Chè Bưởi-18,000|Chè Chuối-18,000|Chè Khoai-18,000|Chè Ngô-18,000|Chè Đậu Đỏ-18,000|Chè Sầu Đà Nẵng-35,000|Chè Đậu Xanh-18,000|Caramen Trân Châu Thạch-24,000", 08:00 - 20:00,,08:00:00,20:00:00,08:00:00,
Cô Lê - Nem Nướng Nha Trang - Ao Sen,18000 - 40000,7.2,Quán ăn,"16B Ngõ 3 Ao Sen, P. Mộ Lao, Quận Hà Đông, Hà Nội",26,"Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem", 09:00 - 21:30,0,0,0,đặc sản vùng ăn vặt ăn nhẹ nem nem nướng nha trang s thòm thèm nem nướng nha trang l thêm nem nướng nha trang m thêm cút lộn xào me nem chua rán bún trộn thịt nướng size s coca nem nướng nha trang size l coca bún trộn thịt nướng size s bún chả truyền thống size s bún chả truyền thống size m thêm,18000,40000,29000.0,"Nem nướng nha trang S (Thòm thèm)-40,000|Nem nướng nha trang L (Thêm 60%)-60,000|Nem nướng nha trang M (Thêm 20%)-45,000|Cút lộn xào me-35,000|Nem Chua Rán -45,000|Bún trộn thịt nướng size S +1 coca-64,000|Nem nướng Nha Trang size L+1 coca-74,000|Bún trộn thịt nướng size S-50,000|Bún chả truyền thống size S-45,000|Bún chả truyền thống size M (thêm 20%)-55,000", 09:00 - 21:30,,09:00:00,21:30:00,09:00:00,
Ốc Phúng Phính - Trích Sài,50000 - 100000,7.2,Quán ăn,"167 Trích Sài, P. Bưởi, Quận Tây Hồ, Hà Nội",7,"Tôm, Hải sản, Cá, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Nem", 16:00 - 23:00,1,0,1,tôm hải sản cá nghêu sò ốc mực ăn vặt ăn nhẹ nem ốc lẫn luộc lá chanh ốc mít luộc lá chanh ốc vặn luộc lá chanh ốc lẫn xào me ốc mít xào me dừa ốc móng tay me ốc móng tay bơ tỏi ốc điếu xào dừa ốc len dừa ốc lẫn bơ tỏi,50000,100000,75000.0,"Ốc Lẫn Luộc Lá Chanh-65,000|Ốc Mít Luộc Lá Chanh-85,000|Ốc Vặn Luộc Lá Chanh-40,000|Ốc Lẫn Xào Me-75,000|Ốc Mít Xào Me Dừa-95,000|Ốc Móng Tay Me-120,000|Ốc Móng Tay Bơ Tỏi-120,000|Ốc Điếu Xào Dừa-70,000|Ốc Len Dừa-150,000|Ốc Lẫn Bơ Tỏi-75,000", 16:00 - 23:00,,16:00:00,23:00:00,16:00:00,
Cháo Trai Gia Truyền - Nghĩa Tân,7000 - 20000,7.2,Ăn vặt/vỉa hè,"107 A15 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,"Chè, Cháo, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 19:30,0,0,0,chè cháo ăn vặt ăn nhẹ nem cháo sườn quẩy trứng vịt lộn chè đỗ đen cháo trai,7000,20000,13500.0,"Cháo Sườn Quẩy-26,000|Trứng Vịt Lộn-9,000|Chè Đỗ Đen-13,000|Cháo Trai -24,000", 10:00 - 19:30,,10:00:00,19:30:00,10:00:00,
Thạch Rau Câu - Hoàng Hoa Thám,10000 - 15000,7.4,Ăn vặt/vỉa hè,"21 Hoàng Hoa Thám, P. Nguyễn Trãi, Quận Hà Đông, Hà Nội",5,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ, Trái cây", 10:00 - 22:00,0,0,0,đậu hũ chè ăn vặt ăn nhẹ trái cây thạch caramen thạch rau câu tào phớ caramen sữa chua mít thạch sữa chua chè bưởi táo phớ truyền thống thạch sầu riêng,10000,15000,12500.0,"Thạch Caramen-18,000|Thạch Rau Câu-12,000|Tào Phớ Caramen-18,000|Sữa Chua Mít-18,000|Thạch Sữa Chua-18,000|Chè Bưởi-15,000|Táo Phớ Truyền Thống-12,000|Thạch Sầu Riêng-28,000", 10:00 - 22:00,,10:00:00,22:00:00,10:00:00,
Quán Mộc - Bò Tơ - KĐT Nam Cường,95000 - 300000,7.3,Nhà hàng,"Tầng 1, CT2A KĐT Nam Cường, Ngõ 234 Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",12,"Bò nướng, Cơm Chiên, Thịt Bò, Cháo, Cơm", 09:00 - 23:00,0,0,0,bò nướng cơm chiên thịt bò cháo cơm rau muống luộc khoai lang chiên rau mồng tơi xào rau muống xào rau mồng tơi luộc dưa chuột chẻ lạc rang bò tơ hấp cuốn rau rừng đuôi bò chặt lòng bò áp chảo,95000,300000,197500.0,"Rau Muống Luộc-35,000|Khoai Lang Chiên-55,000|Rau Mồng Tơi Xào-35,000|Rau Muống Xào-35,000|Rau Mồng Tơi Luộc-35,000|Dưa Chuột Chẻ-20,000|Lạc Rang-20,000|Bò Tơ Hấp Cuốn Rau Rừng-185,000|Đuôi Bò Chặt-130,000|Lòng Bò Áp Chảo-110,000", 09:00 - 23:00,,09:00:00,23:00:00,09:00:00,
Thanh Mai - Bánh Tôm Phủ Tây Hồ,20000 - 100000,8.0,Quán ăn,"61 Ngõ 50 Đặng Thai Mai, P. Quảng An, Quận Tây Hồ, Hà Nội",1,"Bún, Bánh - Kẹo, Bánh bèo, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 07:00 - 21:00,0,0,1,bún bánh kẹo bánh bèo đặc sản vùng ăn vặt ăn nhẹ nem bánh tằm bánh tôm cái bún ốc bánh bột lọc cái nộm bò bún cá nem ốc cái chim bồ câu quay chim cút quay ốc om chuối đậu bún chả ốc chấm,20000,100000,60000.0,"Bánh Tôm 3 Cái-60,000|Bún Ốc-55,000|Bánh Bột Lọc 6 Cái-55,000|Nộm Bò-55,000|Bún Cá-55,000|Nem Ốc 5 Cái-65,000|Chim Bồ Câu Quay-150,000|Chim Cút Quay-27,500|Ốc Om Chuối Đậu-160,000|Bún chả ốc chấm-55,000", 07:00 - 21:00,,07:00:00,21:00:00,07:00:00,
Chè Juco,10000 - 20000,7.7,Ăn vặt/vỉa hè,"78 Lê Lợi, Quận Hà Đông, Hà Nội",12,"Chè, Ăn vặt - Ăn nhẹ", 09:30 - 21:00,0,0,0,chè ăn vặt ăn nhẹ chè thái thập cẩm chè thái bưởi chè bưởi chè dừa dầm chè thái khoai chè thái chè thái sương sa chè sầu chè thái ngô chè thái đậu đỏ,10000,20000,15000.0,"Chè Thái Thập Cẩm-18,000|Chè Thái Bưởi-18,000|Chè Bưởi-18,000|Chè Dừa Dầm-20,000|Chè Thái Khoai-18,000|Chè Thái-18,000|Chè Thái Sương Sa-18,000|Chè sầu-35,000|Chè Thái Ngô-18,000|Chè Thái Đậu ĐỎ-18,000", 09:30 - 21:00,,09:30:00,21:00:00,09:30:00,
Gà Rán KFC - Hoàng Quốc Việt,50000 - 110000,6.5,Nhà hàng,"106 Hoàng Quốc Việt, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",35,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,thịt gà gà rán hamburger ăn vặt ăn nhẹ thức uống nước ngọt fastfOd thức ăn nhanh gà rán miếng gà rán miếng gà rán miếng hot wings miếng gà quay miếng hot wings miếng lipton burger lipton cơm gà cơm phi lê gà quay burger zinger,50000,110000,80000.0,"Gà Rán (2 Miếng)-69,000|Gà Rán (3 Miếng)-103,000|Gà Rán (1 Miếng)-36,000|Hot Wings (5 Miếng)-76,000|Gà Quay (1 Miếng)-68,000|Hot Wings (3 Miếng)-49,000|Lipton Burger-62,000|Lipton Cơm Gà-62,000|Cơm Phi-Lê Gà Quay-43,000|Burger Zinger-51,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Bún Bò Huế Thu Sương - Khuất Duy Tiến,40000 - 50000,6.5,Quán ăn,"107 D1 Đầu Ngõ 5 Khuất Duy Tiến, Quận Thanh Xuân, Hà Nội",25,"Thịt Bò, Bún, Mì, Món nước, Bánh - Kẹo, Bánh tằm", 06:00 - 21:00,0,0,0,thịt bò bún mì món nước bánh kẹo bánh tằm mỳ quảng bò trộn coca bún thịt nướng trộn coca mỳ quảng gà trộn coca bún gân mọc tiết bún bò chín mọc bún thập cẩm móng giò bún luõi mọc tiết hộp rau thêm mỳ quảng bò trộn mỳ quảng gà trộn,40000,50000,45000.0,"Mỳ Quảng Bò Trộn + Coca-68,000|Bún Thịt Nướng Trộn + Coca-68,000|Mỳ Quảng Gà Trộn + Coca-68,000|Bún  gân  mọc tiết-60,000|Bún bò chín mọc-60,000|Bún thập cẩm móng giò-60,000|Bún luõi  mọc tiết-60,000|Hộp rau thêm -5,000|Mỳ Quảng Bò trộn-60,000|Mỳ Quảng Gà trộn-60,000", 06:00 - 21:00,,06:00:00,21:00:00,06:00:00,
Phát Ký Mì Gia,30000 - 65000,7.1,Quán ăn,"57 Tô Hiến Thành, Quận Hai Bà Trưng, Hà Nội",43,"Bún, Hủ tiếu, Mì, Món nước, Miến, Hoành Thánh - Vằn Thắn, Dimsum", 07:30 - 13:30 | 17:00 - 21:30,0,0,1,bún hủ tiếu mì món nước miến hoành thánh vằn thắn dimsum mỳ hoành thánh mỳ vịt tiềm mỳ bò kho hoành thánh rau cải mỳ xá xíu trộn khô mỳ thập cẩm hủ tiến xào bò kiểu hồng kông mỳ tôm tươi hủ tiếu thập cẩm miến xào hải sản,30000,65000,47500.0,"Mỳ Hoành Thánh-60,000|Mỳ Vịt Tiềm-110,000|Mỳ Bò Kho-80,000|Hoành Thánh Rau Cải-60,000|Mỳ Xá Xíu Trộn Khô-60,000|Mỳ Thập Cẩm-80,000|Hủ Tiến Xào Bò Kiểu Hồng Kông-90,000|Mỳ Tôm Tươi-80,000|Hủ Tiếu Thập Cẩm-80,000|Miến Xào Hải Sản-100,000", 07:30 - 13:30 , 17:00 - 21:30,07:30:00,13:30:00,07:30:00,21:30:00
